id,deceptive,hotel,polarity,source,text
377,deceptive,intercontinental,negative,MTurk,problem start book intercontinental chicago online hotel site get server error somehow manage get reservation wish look elsewhere great chicago street fill plenty option server error continued check nt let holiday weekend far many others must pushy conventioneer trouble get serve hotel enormous nt give sense comfort health facility also big noisy crowd internet access day kind surprising go around corner starbucks next time pick intimate place nearby without many server error
378,deceptive,intercontinental,negative,MTurk,although intercontinental chicago hotel locate magnificent mile entire experience guest anything believe magnificence end hotel entrance checkin checkout impression range lackluster horrific first error reservation get room found neither phone internet connection work trudge registration desk wait line least twenty minute ask help first night spent nearly totally sleepless due tv noise come next room nt sure whether due excessively inconsiderate neighbor thin wall dog tire next morning even though hung disturb sign door handle barge maid brighteyed bushy tail scrubber hand follow rude awaken jarred bloodcurdling shriek wife upon enter bathroom take shower greet incredibly large roach breakfast actually meal partook hotel serve cold somewhat tasteless routinely ignore concierge always seem personal call whenever need try leave hotel equally difficult check course gross error bill cause u delayed effort depart get intercontinental chicago believe best part experience guest
379,deceptive,intercontinental,negative,MTurk,recently stayed intercontinental chicago magnificent mile little underwhelmed convenient location compensate fact property old definitely need update renovate definite need noise control everything everybody could heard inside room hearing plumbing guest room particularly annoy fitness facility really hyped unfortunately free use least nt include book choice parking pretty expensive really nt need nt use overall dissappointed great location nt match great accommodation
380,deceptive,intercontinental,negative,MTurk,stayed five day definitely never go back architecture kind cool customer service poor nt know much people get paid must think enough breakfast continental alright overprice hotel felt really crowd service impersonal many better place stay chicago
381,deceptive,palmer,negative,MTurk,hotel ok best money first parking price exorbitant know parking premium location price much high also service hotel poor felt like room service take long consider price service poor general staff palmer house seem interested help richer know customer u addition feel many fee include fee internet also room clean bed nice noise could hear people walk would say average experience hotel consider price maybe think twice palmer house
382,deceptive,palmer,negative,MTurk,decent place stay people nice enough yet atmosphere expect room spacious welcome many place eat yet food pricey average would stay possibly feel like could find better option better price
383,deceptive,palmer,negative,MTurk,first make reservation palmer house hilton excite gorgeous picture displayed website little know go total disaster first husband could nt find place first time chicago would call direction kept put hold husband finally arrive bus boy extremely rude manhandle luggage held hand impatiently expect tip talk arrogant front desk clerk little pushy husband stay one night attend sister wedding kept try upsell suite need regular guest room room okay decorate ornately force jack price take worth even nerve try say purchase item snack bar order movie never even heard completely unprofessional never repeat never stay hotel ever
384,deceptive,palmer,negative,MTurk,awful experience staff rude unhelpful take forever check take even find reservation get room marginally clean complain say full could anything would never go back obviously worried customer service
385,deceptive,palmer,negative,MTurk,would stay hotel room fowl odor seem though carpet never clean neighborhood also le desirable housekeeper seem snoop around cleaning room say front desk staff friendly albeit slightly dimwitted
386,deceptive,palmer,negative,MTurk,stay palmer house hilton le satisfactory would expect much high end hotel room way price service le satisfactory one point left dirty towel floor picked room service come still side thing cup left desk planning use later go coffee towel also never replace also astound internet service come price room rather nominal fee pay much room hop least complimentary wifi stay palmer house hilton left much wish stay
387,deceptive,palmer,negative,MTurk,oh like dank museum four star hotel read many review hotel sure husband would nt disappointed spending 10th wedding anniversary heart chicago luxurious hotel review sound great feel awkward write fair place major disappointment location superb image online must take year ago decor visit look old fade notice dirt everywhere fabric furniture stain baseboard woodwork scratch dirty seem smell mold mildew permeate entire hotel even though food great linen glassware silverware sparkle sort help candle lit nt focus much dreary wash din facility nt realize experience history would actually mean stay hotel living past barely two star hotel recommend stay
388,deceptive,palmer,negative,MTurk,recently stayed palmer house hilton business trip chicago best make sure future employee company stay reservation make early checkin arrange due travel arrangement travel companion get city early hour morning arrange early checkin without pay night fuss raise agree assume would fine get however room available u hour refuse keep bag force change clothes wash public restroom office building first meeting take place cart bag around u offer insincere apology nt offer comp u anything inconvenience rest stay one night nothing praise guess bug would count positive would definitely never recommend anyone stay
389,deceptive,palmer,negative,MTurk,chicago palmer house disappointed chose hilton hotel definitely live standard set name first impression negative one greet rather rude staff room might luxurious year ago general impression clean regularly could use little freshen bathroom obviously newer shower difficult use water pressure absolutely horrible food serve room service hotel restaurant sound delicious carefully craft menu high price make expect delicate cuisine food simply deliver promise everything taste bland portion ridiculously small location hotel might seem like advantage since downtown chicago nearby many touristic attraction however window room protect constant noise car go overall hotel would decent advertise luxury hotel use hilton name price range
390,deceptive,palmer,negative,MTurk,hilton family would outrage hearing recent stay ie nightmare palmer house hilton arrive day national restaurant association tade show hop beat crowd settle long week trade show business arrive greet really snarl clerk lady one really call beast aggressive rude get go make snide comment number bag downhill guaranteed confirm reservation mysteriously cancel indicate one contact call center seek cancellation inform brenda never cancel reservation originally book room one one colleague colleague change reservation come one day later huffed puffed finally say oh okay read wrong nt room room give away someone else arrive earlier day hilton honor member someone drop lot money chain furious say perhaps someone else found room another hotel wait checked left front desk go almost minute come back smirk face inform make decision would satisfactory first option stay hotel outside chicago downtown closer airport could go another room small smoking one potential promise upgrade day outrage sorry certainly option horrible end take smoking room barely spent time due strong cigarette smell additionally upgrade stay offer anything make trouble screwup hotel manager bother return call net outcome never stay hotel think shred hilton honor card nt make mistake deal property sorry thanks reading hopefully help someone book joke hotel
391,deceptive,palmer,negative,MTurk,travel chicago business look forward spending vacation time city want best accommodation trip research decide palmer house hilton sound like perfect place stay way perfect perfectly awful reading positive review check hotel website expect luxury room notch ordinary however standard guest room hotel website describes deluxe bland generic remind room stayed budget chain hotel pricier historic hotel one carpeting look dingy wear shoe slipper time walk gap curtain make impossible block sunlight morning horrendous view brick wall window addition sink bathroom dripped constantly annoyance night long everything cost extra include gym pool spa restaurant price outrageous hotel overprice overrate definitely subpar would nt recommend bad enemy
392,deceptive,palmer,negative,MTurk,husband three year old son arrive palmer house hilton last friday weekend stay hotel look elegant online include information also indicate child friendly check staff cold seem quite annoyed son merely say hi ask name person help u one elevator broken long wait elevator hallway appear bit dirty make way room room decent deluxe website indicate would comfortable view good long day sight see play saturday son tire elect return room room service dinner child menu room service restaurant room service come kitchen order adult meal food arrive hour later cold unappealing could nt wait another hour although hotel look lovely service good staff cold snooty except cleaning staff nice might ok couple business traveler stay child comfortable motel might better
393,deceptive,palmer,negative,MTurk,upon enter hotel room palmer house hilton immediately turn nose foul odor come bathroom place bag poorly make bed walk bathroom find last visitor fail flush toilet immediately call room service ask new room apologetically told room available would send someone right handle mess oh around half hour wait angry maid knock door seem irritated deal mess look one deal room clean turn ask tip hesitate angrily storm room thought thing would run smoother try relax ipod yes use ipod room however fail mention constant white noise signal poor nothing could compare remote control heating air able get button remote work temperature seem change want hot air would slowly get colder vise versa give nice television program decide retire bed egyptian sheet right say found early check new hotel within next hour value back rent room hotel
394,deceptive,palmer,negative,MTurk,picture website sure deceive real life palmer house hilton nearly pretty make cleaning staff still arrive room make u wait outside still cleaning grant minute sometimes guest messy thought weird thing would put trip nt charge u minibar fee nt even drink one told u would pay liquor anyway also get wakeup call u time miss tour bus almost whole day trip spend extra buck cab fee could see city way plan nt good tour guide nt get lose husband lose key room one point trip desk give hard time get new one terrible certainly wo nt stay
395,deceptive,palmer,negative,MTurk,although architecture hotel quaint positive terible hotel guest service unhelpful best inbuilding resturaunts unsanitary untasteful room small cramped seem sheet nt clean last year stay distasteful never intend return except ask money back
396,deceptive,palmer,negative,MTurk,overall hotel okay though problem price accommodation mention website accurate supposedly luxury mattress comfortable mattress hotel offer nothing much affordable hotel difference palmer house hilton lobby normal affordable lobby go hotel fancy lobby go get good night sleep want sight see go elsewhere like say overall hotel okay worth price
397,deceptive,palmer,negative,MTurk,pleased recent stay palmer house hilton room ready upon arrival room give request request room queen size bed low floor give air conditioning room function properly could turn room overpower fragrance smell make sinus act wonder happen room get make housekeep staff use much air freshener doorman available cart lug suitcase drag foot go get one lose sight point since contain valuable irreplaceable item luckily another guest saw predicament offer assistance room evidence previous occupant left behind overlook housekeep staff promise send someone take care debris call front desk finally give look forward stay conclude simply live advertising poor value money spent stay
398,deceptive,palmer,negative,MTurk,visit start wrong foot enter lobby struggle carry luggage instead help group hotel employee stood watch laugh u trouble locate reservation room tiny pay night room expect able walk around bed also tiny wall thin could hear neighbor talk next door hotel probably beautiful classy seem outdated due repair wo nt stay
399,deceptive,palmer,negative,MTurk,though grand brand hotel seem disappoint certain front staff seem snooty arrogant request upgrade fulfil repetitive requeststhe initial room small cost paid would expect coffee maker free internet service least even regular b b offer 4they levy charge everythingcomplete rip thing match grandeurcleanliness location good staff make stay unpleasant
400,deceptive,palmer,negative,MTurk,palmer house hilton look good picture outside actually disaster hotel go lobby dirty room nt clean smell thoroughly smoke request pillow lady phone scoffed say send take hour pillow hotel good example pay nt always get return
401,truthful,hilton,negative,Web,gucci sunglass steal bag 16th file report hotel security anxious hear back disappointment like hotel great time chicago room really nice bathroom double bed comfortable hideaway bed great view lake park hotel charge u check early 10am
402,truthful,hilton,negative,Web,gorgeous hotel outside lobby however reach elevator thing start look quite dingy bathroom room grout need deep scrub overall appearance dirty wireless internet available additional fee kid even roach motel offer wireless free also fitness room available per day wow thought room rate enough cover use coffee supply room replenish call next morning request told nt housekeep area would send kid nearly minute later get cream sugar glad nt big hurry definitely stay next door half cost lot better accommodation next time chicago
403,truthful,hilton,negative,Web,hotel impressive upon enter staff friendly however felt room date worn look air conditioning nt seem work well turn thought would eventually cool first night interrupt phone call one fax happen time time realize air work fuss control kick next morning mention concierge issue phone nt think mention issue air appear work see site chicago several hour hot look forward rest cool room go show room degree call maintenience come check determine unit need motor another hour get rest cool room go feel offer make u hotel also surprised wifi free service stay hilton next trip chicago
404,truthful,hilton,negative,Web,go internet retailer last minute hotel left available shuttle service first reading review know get ripped night priceline folk snip room albiet get free wifi hotel nice get nice oldie matter much money dump shower head really low water pressure low decent part town hype bar close check review yelp reason end two double bed ask time travel alone travel make sure get better deal confirm exact need reservation phone person nt super high hope room neither par business class although 22nd floor call executive floor good fit romantic couple wasnt even spacious enough last minute get awayers sp try save money
405,truthful,hilton,negative,Web,checked hotel rm next day woke bed bug bite numerous arm back report management assiged u rm promise get room inspect take care insist get clothes launder interestingly one management security guy come first complain even offer apology inconvience miss couple meeting day next day call forgot something previous room discover room already assign next guest much reporting
406,truthful,hilton,negative,Web,expect glamorous room walk disappointment housekeep management must concerned attention detail hotel like stay somewhere air room nt go past closet wide olddirty brass fixture bed little big twin showerhead barely put water hotel might spoil stay marriott stay hotel year severly disappionted free breakfast room change get stay
407,truthful,hilton,negative,Web,stayed chicago hilton host conference attend arrive try find room fitness program advertised corporate website call reservation number client service representative answer hotel fitness center explain inquire room fitness advertised website put hold come back minute later told thing call property directly get response ask could reserve treadmill room problem arrive hotel treadmill available go tour fitness room first night found close 9pm return center next day discover charge per day use fitness equipment pool track locker room free use treadmill etc pay per day charge note anywhere website guest service material room food conference mediocre one room service meal pretty good one conference lunch session wait staff make much noise could nt hear speaker hvac nt work well room kept window open three night stay bed comfortable nice linen try get late checkout offer card room woman answer phone would give hour 112pm range advertised room best service receive folk security office hotel safe guest room become friendly security office lock laptop conference session every time could nt carry hotel visit chicago least year personal travel continue stay marriott property wish do visit
408,truthful,hilton,negative,Web,stayed october pull cover bed small dark brown insect size grain rice either bed bug cockroach trap glass see attach picture call front desk houseclean person claimed cockroach absolutely horrible service hotel management respond problem fail follow promise make set aside bug problem caution window quite thin could hear lot street noise make hard night sleep mention worry insect even change room night tax strongly encourage check alternative
409,truthful,hilton,negative,Web,stayed hilton chicago last week disappointed highlight stay wait minute bellman come get luggage finally year old mother year old son give drag valet parking easy task security guard kind enough hold door valet parking attendant look ignore u far could tell stand nothing could nt let go bag without everything fall give son parking receipt attendant point car park short distance away year old tell pull ashamed le significant irritate issue pool part hilton athletic club two lane reserve adult want lap swim basically two adult take 23rds pool everyone else consign leftover 13rd ridiculous family unfriendly addition pool close pm pool close stayed night one single additional bar soap bottle shampoo coffee stirrer
410,truthful,hilton,negative,Web,stayed hilton chicago attend conference hotel room sufficient coffee maker bed hanger tv etc compliment end restaurant rate outrageous breakfast buffet use gym 750hr wifi unacceptable pay per night thank goodness ice free server restaurant bar surly wellversed english rude computer monitor room silly turn random time night conference incredibly cold everybody wear overcoat entire time despite complaint management fridge room usable store cold item ice bucket cable channel flat suck soooo bore spend hour room pay much least provide full channel
411,truthful,hilton,negative,Web,elegant lobby comfy bed nice sheet give fancy little date room 5th floor view monstrous vent structure locate lobby heard elevator night hilton one charge internet access device per hour stayed middle ohio receive total access free nt drink water try breakfast buffet staff friendly course tip smile give u cot free ask room foldout couch party nt use gym pool 8th floor look nice small pool view water possible though right grant park try view firework high story luck read
412,truthful,hilton,negative,Web,month prior 5night reservation hilton chicago request room allow lot natural light face open view close building reservation make conference travel agency confirm request telephone day advance directly hotel checkin clerk note record told would difficult find consult chart appear satisfied room assign surprised open door onto room inside one tower tucked dark corner face wall room call desk immediately told hotel sell hard tell room still available suit request sit tight someone would call one call yield similar result one point told could parlor room sofa bed reduce rate could go see room commit move real hospitality worried bad sofa bed could bad room cave end stay dreadfully dark room ask bright room one bed get dark room two bed redeem feature room bathroom tight quarter tiny closet two uncomfortably low chair desk dark corner light fixture nt much brighten thing since conference really want bright environment wake early start workday cheerful office midday call email instead get cave consequently spent little time possible room next time chicago conference absolutely stay another hotel much better location hilton chicago look percentage inside tower room place much better chance bright room well better customer service shame chicago hilton
413,truthful,hilton,negative,Web,recently stayed chicago triathlon third stay hotel issue visit 3rd day stay request room service return thought clean room get bed cut piece glass carpet must first person cut room found dry blood bathroom floor afterwards notice disgust notify staff ask room vacuumed bathroom mopped return room 5pm find dry blood still floor make complaint customer service gotten reply hotel consider price point downtown hotel would think would try live star rating instead fail miserably luckily many hotel choose downtown chicago
414,truthful,hilton,negative,Web,nonsmoking room smell badly stale cigarette smoke allow change room also concierge staff unprofessional tell long wind personal story uninterested guest long line form location great hotel date would still nice place stay nt customer service issue
415,truthful,hilton,negative,Web,stay chicago time business first stay chicago hilton pretty much stay hilton property stayed ton hawaii way budapest hilton par clean front desk staff nice chicago drake doubletree guest suite even hilton garden inn superior chicago hilton le expensive compare hilton property chicago room well appoint bathroom room small nice tv tiny hallway executive floor noisy night long breakfast get like hampton inn star hotel go chicago like hilton brand hotel far better place
416,truthful,hilton,negative,Web,sister stayed 22nd floor refrigerator hallway first three night beat old dorm style told concierge go post picture take tripadvisor thing get remove breakfast dish left outside room stay floor day two routinely night chime make noise suppose comformting relax rather annoy wifi matter tell paid wifi still unable get lastly sister split bill already paid first night form deposit give credit room cost city tax etc night know comfort inn block away significantly cheaper view wonderful worth money
417,truthful,hilton,negative,Web,call edit exist reservation place hold minute finally someone come phone say ill transfer put hold another minute finally get speak someone go change ask send revise copy reservation huffed act put able disconnect say one question reply work front desk customer wait thought customer pathetic rude hotel better find better employee guest truly enjoy stay
418,truthful,hilton,negative,Web,visit busy 2day conference chicago hotel book solid full hotel allows meet wide array customer everyone complain service cleanliness overall experience location good hotel tire employee surly many cool property choose town never stay rethink hilton general
419,truthful,hilton,negative,Web,bad hotel disappoint diamond member expect slightly room two double bed view distraught come ditto continental breakfast executive lounge nothing fatten pastry bagel cereal lowlevel hampton inn free breakfast put shame lounge opening 630am business traveler often need go sit meager breakfast inroom wifi pain access somehow get stuck plan even though select basic plan nt get start 89night hampton inn offer free wifi fullservice hilton tower seemingly ca nt finally two bathroom per one hotel room unseemly waste space especially room meager goldplate bathroom fixture scream picturetube tv v flat panel overall huge disappointment conrad ashamed
420,truthful,hilton,negative,Web,week long stay hilton south michigan attend meeting hotel elegance lobby meeting room lounge hotel room could definitely use update would definitely say price room room top notch car misplace valet parking reservation mess hotel staff show repeatedly throughout week door item room service new coffee pot laundry nt would stay property much better place money close proximity michigan ave big hotel time felt like stay faulty tower
421,truthful,james,negative,Web,parent book five night james location good review terrible first night defective air conditioning much sympathy management staff sent engineer three time repair unit insist get cooler nt rationale summer temperature high filter dirty parent request hotel staff move low floor queen instead king neither rate discount effort compensate inconvenience discomfort hotel insist fully book reluctantly give room nt book hotel summer way view room except window building
422,truthful,james,negative,Web,ate prime house restaurant last year picked hotel last year food service prime house outstanding year service felt rush waitress even ask eat early 630pm room hotel felt cramped bed comfortable bathroom maintenance problem maid service turndown night good staff hotel friendly helpful impressed quality hotel pay
423,truthful,james,negative,Web,return james hotel stay park hyatt stayed chicago hotel pennisula four season ritz fairmont etc heard little james primehouse james paid room james mention hotel disappoitment room stayed double bed toilet broke overflow tub didnt drain shower huge bathroom door almost heavy close broke several time closet door curtain close drawer space clothes room small non descript much like stay ikea without color window outside terribly dirty elevator dirty small staff however top notch exceptionally helpful friendly room huge plasma tv nice way hotel star yet room rate close night way line paid mention hotel rate half
424,truthful,james,negative,Web,recently return trip chicago husband baby another couple baby room hotel quite nice negative experience front desk staff include manager arrive take hour check request two room floor hotel staff confirm number time prior arrival arrive could accommodate u offer nothing u make eventually persist give u half room one three night also ask concierge make u reservation brunch restaurant would accommodate adult two baby stroller get restaurant reservation adult make special arrangement fit baby also ask hotel make u appointment personal shopper bloomingdales order u save time shopping fill form advance direct shopper arrive appointment bloomingdales advise u receive application moment pull together request complain manager hotel disappointment advise would send something room compensate something never arrive make return visit hotel housekeep staff location room quite nice experience negative
425,truthful,james,negative,Web,disapointed service quality hotel travel quite frequently chicago never happen star hotel reserve king bed checkin inform king basically offer type compensation upgrade arrive room air conditioner door open rattle night tv work call service follow day return work 6pm found room even service stay somewhere else
426,truthful,james,negative,Web,sister best friend go stay summer say spacious suite yeah right room could barely walk say there double bed yeah well one pull couch bathroom tiny tiny tiny take forever day check people blame u throw book window somehow someone knew exactly fell room yeah wouldnt stay
427,truthful,james,negative,Web,stayed deluxe king suite desk work sit eat room service meal table coffee table height couch strange futon low coffee table cant forward incredibly uncomfortable sit ridiculous room service meal work computer since room configure like deluxe king suite depict line photo assume design flaw couchfuton run throughout property bed fine bath fine ca nt imagine business traveler would rate property well couchfuton seat bad encounter modern hotel
428,truthful,james,negative,Web,hotel belong league peninsula four season ritz carlton like stay overprice w hotel staff nice attentive lobby cramped two small elevator floor several time elevator full time reach floor force take stair hotel must flood travel website high review
429,truthful,james,negative,Web,nt actually stayed hotel yet already disappointed customer service visit chicago quite often usually stay intercontinental yesterday read online article advertising james hotel cyber monday special promo state buy gift certificate website hotel match amount james credit use toward stay none article give expiration date credit next trip chicago april thought give james try travel frequently pet heard liberal petpolicy today go online bought certificate one track mind somehow miss part credit expire march realize mistake immediately call hotel front desk explain predicament say could nt chicago april overseas business ask could extend credit extra month refund gift certificate purchase make purchase minute nt even recieved email confirmation yet business offer hr grace period girl front dest extremely rude basically say bad problem nt even bother act polite pretend sympathetic situation know kind service expect james might call wash stay usual hotel try hotel monaco hear great service good pet
430,truthful,james,negative,Web,hotel worth moment walk hotel lobby check staff rude contemptuous room serviceable certainly live pompous selfdescriptions website bathroom porthole slide door odd inconvenient fitness centre tiny poor would come
431,truthful,james,negative,Web,reservation room adult kid get room arrival corner room extra room night cold able change ac even though switch go cool strange night loud street morning uploaded something infront window stood vertically bed need spend night hotel come year ago better mind area good walk distance famous shopping place good clean fancy sorry next time look quiet hotel chicago
432,truthful,james,negative,Web,degree heat chicago summer suck air conditioner work maintenance men attempt rectify issue offer portable fan low speed sound helicopter hoover room request room change polite unsympathetic night front desk attendant state possible hotel capacity maybe manager could help morning next day go call receive 7pm call front desk one aware problem approximately minute later manager return call state double room available accepted glee anything better room cool degree middle summer paritally correct bathroom door new room close thank god boyfriend past shy part relationship room believe first guest complain air conditioner unfortunate continued place guest room offer reufunds perk sleepless night sauna hotel need major overhaul
433,truthful,james,negative,Web,stayed james hotel 40th birthday location excellent shopping restaurant also loud room horrible small doubledouble size college dorm room plus completely white wall linen absolutely color except one accent pillow sterile uninviting 11th floor lobby elevator dark do red balck minimal light look like entrance hell haunt house staff nice accomodating would return hotel
434,truthful,james,negative,Web,james consider elegant chic establishment lose luster small room fill cheap ikea type furnishing tiny bathroom flood water escape shower curtain shower flushings neighbor room sound like protective levy collapse small elevator could handle guest many u force walk several flight stair rather wait extend period time thin window could contain street noise sidewalk conversation heard throughout night rather provocative listen couple next door carouse also rather tacky unsettle take minute valet bring car checked hotel lose james sysndicate difficult time compete new york soho try open september new yorkers tolerate shabby incompetence
435,truthful,james,negative,Web,return night stay hotel request high floor quiet room neither request honor window well insulate traffic car horn siren continued night long first night two drunk party woke u hallway safe room work someone lock arrival one picture tv remove leave screw stick wall light dim next impossible read small alcove stain bench reading light watt room key card nt work return lobby recode upon return room nt work stood try finally succeed help staff bathroom small fan steam cover mirror unless leave bathroom door open clear friday night one small cookie left room second guest suppose split inch diameter cookie sunday phone rang wakeup call request woken concierge know way get ohare train give u longer route necessary stayed much better hotel chicago quieter spacious elegant worth money definitely worth month way live washington dc use city noise unacceptable
436,truthful,james,negative,Web,first several day prior stay call spoke length concierge make breakfast order roomservice saturday sunday saturday nt bring breakfast call roomservice state never get advance order concierge finally bring brought wrong thing brought wrong order sunday inconvenienced inroom din staff order room service saturday night food limp uninspired order soup arrive without spoon call inroom din request spoon told one would forthcoming minute later waiter arrive menu explain already food nt need menu need spoon audacity argue respectfully request return spoon agree another minute one bowl cold soup later decide call inroom din back request send someone spoon argue express already sent someone spoon explain receive menu nt request spoon forthcoming another minute later spoon finally arrive thanks charge could argue cold flavorless food addition gross customer service surly attitude sorry food found room woefully lack reek exhaust fume much saturday night woke smell specifically request book reservation keep away elevator right next elevator displeasure listen ding night long guest come go
437,truthful,james,negative,Web,stayed james time go hotel chicago last trip make think time start look option good location awesome michigan ave trader joe across street healthier snack great location easy walk anywhere door staff friendly helpful overall feel modern upbeat turn service cookie nice free wifi work vary degree throughout stay bad claim star hotel mean better star online star without pool use kiehls toiletry harmony brand additionally large bottle attach wall get share guest stayed room would expect holiday inn gym star hotel ask switch mainly book still kiehls website description claimed reason go communal bottle route green hard believe like hotel make effort green still incandescent light bulb housekeep leaf light radio turn nt recycle room etc obviously try cut cost show room need update look somewhat tire third floor room quite loud motorcyclers try prove manhood front fault nt take stair stairwell straight horror movie even though wait one two elevator might awhile phone staff fairly rude grant nt like question toiletry change feel bad give low rating really come close expectation previous stay start try new hotel area
438,truthful,james,negative,Web,inlaws book one night stay new year eve two u stay james brief thing wrong stay prevent u return advise friend stay shoddy construction room fixture ceiling light miss leave fistsized hole wire expose towel rack fell wall without touch bathroom door often come slide mechanism gentle use report problem employee simply put towel rack back wall without properly adhere wall upon checkout record inlaws pay stay though note reservation make u pay gift inlaws extremely upset write letter management manager available speak u left receive adequate apology
439,truthful,james,negative,Web,hotel definitely nt match rating receptionist unhelpful dishonest nt feel welcome book nonsmoking room upon arrival receptionist told nonsmoking room left course lie argue minute reluctantly give nonsmoking room checkout try charge upgrade fee day request nonsmoking room completely ridiculous go argue receptionist agree take away charge room quite small tv broken call someone fix tv wireless network ban ip address talk techsupport tech support quite friendly knowledgeable helpful guess bright point stay
440,truthful,james,negative,Web,husband conference book room thru website call confirm u night instead easily change first morning cold cold shower nt complain next day fine phone work call every day complain every day say would fix get back room never dial tone unable call restaurant call car call room service finally last night someone come room fix hotel beautiful room great everyone nice even complain nice great gym area also love restaurant money could easily find another hotel nice work phone
441,truthful,monaco,negative,Web,stayed hotel dave matthew caravan tour would come home night rather dustydirty outdoor concert closest friend use half bottle shampoo first night second night staff refresh bar soap shampoo inform front desk make apology say would take care immediately get home night tiny tiny bar soap hand soap bathshower replace shampoo original place nicely displayed exact bottle shampoo full yeah hotel great location navy pier michigan ave grant pro end rather stay hampton inn would recommend hotel anyone
442,truthful,monaco,negative,Web,overall decent property incident hotel like none history travel recently stayed hotel monaco five night check monday march 19th shortly leave hotel retrieve car valet partner notice large scrape bumper car nt present upon check request use car duration stay call hotel approximately two hour check direct speak garage manager park one valet company state would review video car call back within hour verify car unblemished upon arrival scrap upon departure garage garage manager mike yunan nt call back email exchange general manager hotel marco scherer finally get back garage manager state would file incident report claim insurance company traveler would eventually deny claim garage staff would nt admit fault liability supply video state car enter exit garage could verify damage nt present upon checkin checkout insurance representative even told garage surveillance location contradict garage manager end kimpton intouch guest get stuck bill parking kimpton property almost paint scrape top 48per day parking fee rental car expense several hour lose time deal issue one gigantic headache end trust valet staff hotel take business elsewhere possible
443,truthful,monaco,negative,Web,first stay hotel expect good thing base review reason kept disappointed every turn noisy room 4th floor could get room cool stifle warn water minibar vend machine nothing get room might well prison coffee morning start wait day guess convenient workout facility pretty small small treadmill could get broken guess cooler water oh stock one day nothing way set expectation fail deliver towel one day next day nt essentially force sign loyalty program avoid riduculous charge wireless go door starbucks free fire marketing moron come approach stayed much better le wo nt come back
444,truthful,monaco,negative,Web,stayed hotel world probably bad service ever experienced staff unaccomodating hotel provide service claimed would decide try monaco seem interest close theater seem good rate huge mistake front desk staff condescend even remotely helpful room clean gold fish request come many hour told would arrive never bother come turn bed late checkout priviledges guarenteed book room suddenly become upon request boy extra minute give sure helpful dont waste time money best nothing special personally like fairmont chicago anyplace woudl better monaco
445,truthful,monaco,negative,Web,get spank deal hotel night good location loop excellent transportation option abound gripe come fact obviously put crappy room overlook back building roof building next u toilet room bolt floor need stay loop something knew nt go put undesirable room would stay
446,truthful,monaco,negative,Web,stayed hotel monaco upgraded suite disappointed room layout shabby furniture bumped coffee table top almost crashed ground make mirror bathroom didnt work tv reception poor overall room wasnt worth spent next time go back trump tower across street far superior hotel monaco
447,truthful,monaco,negative,Web,first let say front office people hotel monaco wonderful location hotel hop problem furnishing quite rundown housekeep nt helpful book suite sofa bed chair coffee table living room area hard use attach picture see considerable gap sofa lack pillow comfortable chair bottom broken invite one assistant manager view furniture slight adjustment make rate housekeep order inroom coffee service kimpton web site say specifically request time housekeep leave u coffee call front desk every day housekeep neglect fish next last day found float dead top fish bowl request water add bowl notice go note disregard thing may matter plan spend week like might want comfortable bedroom bathroom superior living room bad
448,truthful,monaco,negative,Web,overhyped overprice fact complimentary wine reception every night doesnt take away fact terrible bed place isnt clean star hotel hallway smell like dog parlor carpet room look like nt clean well ever decorative pillow bed filthy actually stain brown look like sit outside everyone use put back bed decor hotel nice eclectic wasnt enough convince ever stay bed uncomfortable thing every try sleep couldnt sleep whole week stayed hard lumpy pillow tiny final say price holiday inn
449,truthful,monaco,negative,Web,disappointed stay chicago monoco stayed many time elsewhere primarily washington dc accustom great customer service beverage like water soda wine bar coffee paper morning help bag chicago monoco none thing staff helpful either request honor staff seem happy get feel bother people ask question bellman doorman open door help bag even though travel child request fish bring really baffling love monoco washington
450,truthful,monaco,negative,Web,reserve rock star suite boyfriend birthday month month advanced arrive hotel monaco told u double book room many email hotel inquire room available try make provide u room wonderful view river give u ten dollar gift certificate resturant nt even use felt take advantage young doorman nt make u feel better told u nt first time rock star suite however conceirge incredible provide u bottle champagne birthday deliver birthday cake order nt room confusion would wonderful stay
451,truthful,monaco,negative,Web,service reasonably well seem reservation checked fairly easily location fine central city found also tremendous drawback interest survey take hotel order obtain internet access hotel ask important quality hotel visit response quiet visit anything mainly attribute fact put second floor face street awoke never return sleep constant street noise screech l train sound though outside window conducive restful sleep prior important meeting checkout inform hotel clerk dissatisfation chuckle say ah city noise
452,truthful,monaco,negative,Web,enjoy hotel monaco great location walk beautiful room staff friendly especially enjoy wine reception get meet guest definitely stay
453,truthful,monaco,negative,Web,disappointed stay chicago monoco stayed many time elsewhere primarily washington dc accustom great customer service beverage like water soda wine bar coffee paper morning help bag chicago monoco none thing staff helpful either request honor staff seem happy get feel bother people ask question bellman doorman open door help bag even though travel child request fish bring really baffling love monoco washington
454,truthful,monaco,negative,Web,stay actually compel write review fall asleep front desk staff brief one chat friend gossip checked unprofessional room offer high floor 5th ha checked big bag grape left behind previous guest window sill previous guest hair bathtub do call reclean room make offer compensate upgrade even bottle wine front desk clerk suggest come get key another room like time disappoint like kimpton hotel kimpton touch member btw do away amenity get free item mini bar
455,truthful,monaco,negative,Web,excellent hotel room service great great value place good nearly twice price good location close l short walk rental car service restaurant area bit disappointment shopping great area recommendation great theatre restaurant museum shopping
